session_id,event_seq,event_type,client_timestamp_ms,client_iso_time,client_local_time,server_received_at,value_x,value_y,value_z,alpha,beta,gamma,heading_deg,battery_level,is_charging,is_screen_visible,sample_source,user_agent
gps-20260317-072428-5t5l,1,battery_status,1773732268293,2026-03-17T07:24:28.293Z,"17.03.2026, 12:24:28",2026-03-17T07:24:28Z,,,,,,,,22,False,True,battery,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,2,accelerometer,1773732268324,2026-03-17T07:24:28.324Z,"17.03.2026, 12:24:28",2026-03-17T07:24:28Z,,,,,,,,22,False,True,devicemotion_acceleration,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,3,orientation,1773732268326,2026-03-17T07:24:28.326Z,"17.03.2026, 12:24:28",2026-03-17T07:24:28Z,,,,,,,,22,False,True,deviceorientation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,4,visibility_change,1773732268532,2026-03-17T07:24:28.532Z,"17.03.2026, 12:24:28",2026-03-17T07:24:29Z,,,,,,,,22,False,True,visibilitychange,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,5,gyroscope,1773732268565,2026-03-17T07:24:28.565Z,"17.03.2026, 12:24:28",2026-03-17T07:24:29Z,,,,,,,,22,False,True,devicemotion_rotation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,6,battery_status,1773732373318,2026-03-17T07:26:13.318Z,"17.03.2026, 12:26:13",2026-03-17T07:26:13Z,,,,,,,,21,False,True,battery,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,7,battery_status,1773732599888,2026-03-17T07:29:59.888Z,"17.03.2026, 12:29:59",2026-03-17T07:30:00Z,,,,,,,,20,False,True,battery,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,8,visibility_change,1773732661879,2026-03-17T07:31:01.879Z,"17.03.2026, 12:31:01",2026-03-17T07:31:03Z,,,,,,,,20,False,False,visibilitychange,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,9,visibility_change,1773732665861,2026-03-17T07:31:05.861Z,"17.03.2026, 12:31:05",2026-03-17T07:31:06Z,,,,,,,,20,False,True,visibilitychange,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,10,orientation,1773732665975,2026-03-17T07:31:05.975Z,"17.03.2026, 12:31:05",2026-03-17T07:31:07Z,,,,,,,,20,False,True,deviceorientation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-072428-5t5l,10,gyroscope,1773732665973,2026-03-17T07:31:05.973Z,"17.03.2026, 12:31:05",2026-03-17T07:31:07Z,,,,,,,,20,False,True,devicemotion_rotation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
