session_id,event_seq,event_type,client_timestamp_ms,client_iso_time,client_local_time,server_received_at,value_x,value_y,value_z,alpha,beta,gamma,heading_deg,battery_level,is_charging,is_screen_visible,sample_source,user_agent
gps-20260317-040929-mai4,1,orientation,1773720569075,2026-03-17T04:09:29.075Z,"17.03.2026, 09:09:29",2026-03-17T04:09:29Z,,,,,,,,7,True,True,deviceorientation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-040929-mai4,1,battery_status,1773720569046,2026-03-17T04:09:29.046Z,"17.03.2026, 09:09:29",2026-03-17T04:09:29Z,,,,,,,,7,True,True,battery,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-040929-mai4,2,accelerometer,1773720569072,2026-03-17T04:09:29.072Z,"17.03.2026, 09:09:29",2026-03-17T04:09:29Z,,,,,,,,7,True,True,devicemotion_acceleration,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-040929-mai4,2,visibility_change,1773720569306,2026-03-17T04:09:29.306Z,"17.03.2026, 09:09:29",2026-03-17T04:09:29Z,,,,,,,,7,True,True,visibilitychange,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-040929-mai4,2,gyroscope,1773720569301,2026-03-17T04:09:29.301Z,"17.03.2026, 09:09:29",2026-03-17T04:09:29Z,,,,,,,,7,True,True,devicemotion_rotation,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
gps-20260317-040929-mai4,3,battery_status,1773720623749,2026-03-17T04:10:23.749Z,"17.03.2026, 09:10:23",2026-03-17T04:10:24Z,,,,,,,,8,True,True,battery,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"
